type,name,mean
257,univariate,feature_constitution108,0.006001792509606883
258,univariate,feature_constitution109,0.004276517249585886
259,univariate,feature_constitution110,0.0042245390341549205
260,univariate,feature_constitution111,0.004206859810384584
261,univariate,feature_constitution112,0.008899066794726943
262,univariate,feature_constitution113,0.005300473480085165
263,univariate,feature_constitution114,0.007907042153926687
264,univariate,feature_wisdom1,0.013630188322474424
265,univariate,feature_wisdom2,0.004011418072880965
266,univariate,feature_wisdom3,0.010077878735826806
267,univariate,feature_wisdom4,0.005070290625306483
268,univariate,feature_wisdom5,0.003771883210187861
269,univariate,feature_wisdom6,0.005174715954352661
270,univariate,feature_wisdom7,0.013450580514418926
271,univariate,feature_wisdom8,0.009431037560785838
272,univariate,feature_wisdom9,0.008447907104350802
273,univariate,feature_wisdom10,0.007193022220095365
274,univariate,feature_wisdom11,0.004942229455068242
275,univariate,feature_wisdom12,0.004065974450821351
276,univariate,feature_wisdom13,0.007762368007517932
277,univariate,feature_wisdom14,0.012621978538830967
278,univariate,feature_wisdom15,0.006614624496423935
279,univariate,feature_wisdom16,0.005306003323441083
280,univariate,feature_wisdom17,0.009058843600028873
281,univariate,feature_wisdom18,0.005981824069080341
282,univariate,feature_wisdom19,0.005865867036803796
283,univariate,feature_wisdom20,0.009014264189252516
284,univariate,feature_wisdom21,0.005381119760473997
285,univariate,feature_wisdom22,0.013946489152401332
286,univariate,feature_wisdom23,0.008234021982659982
287,univariate,feature_wisdom24,0.005671427404906898
288,univariate,feature_wisdom25,0.006091164033456155
289,univariate,feature_wisdom26,0.006176995458326564
290,univariate,feature_wisdom27,0.006242461279206835
291,univariate,feature_wisdom28,0.004411269281948079
292,univariate,feature_wisdom29,0.007944687409085214
293,univariate,feature_wisdom30,0.0056092439445949655
294,univariate,feature_wisdom31,0.004190887111110054
295,univariate,feature_wisdom32,0.007187690845689512
296,univariate,feature_wisdom33,0.00885804220717108
297,univariate,feature_wisdom34,0.011362265916392224
298,univariate,feature_wisdom35,0.011608914377212792
299,univariate,feature_wisdom36,0.00764338205143539
300,univariate,feature_wisdom37,0.01813110835244694
301,univariate,feature_wisdom38,0.005736397225889354
302,univariate,feature_wisdom39,0.007724695622069043
303,univariate,feature_wisdom40,0.0034975300520028595
304,univariate,feature_wisdom41,0.0038014566191264796
305,univariate,feature_wisdom42,0.009535810602299095
306,univariate,feature_wisdom43,0.011653609333322261
307,univariate,feature_wisdom44,0.0038740415967251944
308,univariate,feature_wisdom45,0.005272704838276655
309,univariate,feature_wisdom46,0.012186239371558875
